Name,Designation,Company,LinkedIn URL,Reason,Source,Evidence
Jomon Rajan,Director of Customer Success,Cyware,https://www.linkedin.com/in/jomon-rajan/,industry_company,google_browser,"Jomon Rajan - Director of Customer Success at Cyware LinkedIn · Jomon Rajan 770+ followers Jomon Rajan - Director of Customer Success at Cyware LinkedIn · Jomon Rajan 770+ followers LinkedIn · Jomon Rajan 770+ followers Jomon Rajan. Director of Customer Success at Cyware. Cyware KJ Somaiya College of Engineering, Vidyavihar. Mumbai Metropolitan ... Read more"
Sumiriti Guin,Customer Success Leader,Unknown,https://www.linkedin.com/in/sumiriti-guin-60609052/,location,google_browser,"Sumiriti Guin – Customer Success Leader LinkedIn · Sumiriti Guin 430+ followers Sumiriti Guin – Customer Success Leader LinkedIn · Sumiriti Guin 430+ followers LinkedIn · Sumiriti Guin 430+ followers Experienced Customer Success Leader with over 10 years of experience in Fintech and Healthcare IT, driving customer satisfaction, adoption, ... Read more"
Anup S.,VP,Customer Success,https://www.linkedin.com/in/anup-s-973b556/,industry_company,google_browser,"Anup S. - VP - Customer Success LinkedIn · Anup S. 1.8K+ followers Anup S. - VP - Customer Success LinkedIn · Anup S. 1.8K+ followers LinkedIn · Anup S. 1.8K+ followers Anup S. VP - Customer Success . Beroe Inc Narsee Monjee Institute of Management Studies. Mumbai, Maharashtra, India . 2K followers 500+ connections. See your ... Read more"
Divya Khaneja Arora,Vice-President Customer Success,Unknown,https://www.linkedin.com/in/divya-khaneja-arora-17900310b/,location,google_browser,"Divya Khaneja Arora - Vice-President Customer Success LinkedIn · Divya Khaneja Arora 2.8K+ followers Divya Khaneja Arora - Vice-President Customer Success LinkedIn · Divya Khaneja Arora 2.8K+ followers LinkedIn · Divya Khaneja Arora 2.8K+ followers Bengaluru, Karnataka, India · Vice President of Customer Success · Loop Vice President – Customer Success | Driving Enterprise Growth through Value Delivery & Long-term Partnerships As Vice President of Customer Success at Loop, ... Read more"
Devendra Chaubey,Driving Revenue Growth & CSAT,Unknown,https://www.linkedin.com/in/devendra-chaubey-3451818/,role,google_browser,"Devendra Chaubey - Driving Revenue Growth & CSAT LinkedIn · Devendra Chaubey 1.1K+ followers Devendra Chaubey - Driving Revenue Growth & CSAT LinkedIn · Devendra Chaubey 1.1K+ followers LinkedIn · Devendra Chaubey 1.1K+ followers Mumbai, Maharashtra, India · Head of Customer Success and Operations · NCR Atleos Devendra Chaubey · Head of Customer Success | Driving Revenue Growth & CSAT | 24+ Years Building High-Performing Teams | IT/Manufacturing/ SaaS /Telecom/Banking ... Read more"
Rupam Mazumder,Customer Success | SAAS | Fintech,Unknown,https://www.linkedin.com/in/rupam-mazumder-13241724/,role,google_browser,"Rupam Mazumder - Customer Success | SAAS | Fintech LinkedIn · Rupam Mazumder 4.6K+ followers Rupam Mazumder - Customer Success | SAAS | Fintech LinkedIn · Rupam Mazumder 4.6K+ followers LinkedIn · Rupam Mazumder 4.6K+ followers Mumbai, Maharashtra, India · India Head - Customer Success · Perfios As India Head - Customer Success at Perfios since March 2025, I focus on ensuring seamless client engagement and successful digital lending implementations. Read more"
Ronak Parmar,Asset Vantage,Unknown,https://www.linkedin.com/in/ronakparmar89/,role,google_browser,"Ronak Parmar - Asset Vantage LinkedIn · Ronak Parmar 350+ followers Ronak Parmar - Asset Vantage LinkedIn · Ronak Parmar 350+ followers LinkedIn · Ronak Parmar 350+ followers Mumbai, Maharashtra, India · Director - Customer Service · Asset Vantage Ronak Parmar. Director – Customer Success & Client Experience | WealthTech & FinTech SaaS | $2M ARR Ownership | Enterprise, UHNI & Family Office Clients | ... Read more"
Shweta Shelar,Director Customer Success,Doubletick,https://www.linkedin.com/in/shweta-shelar-ba934ba0/,location,google_browser,"Shweta Shelar - Director Customer Success @Doubletick LinkedIn · Shweta Shelar 720+ followers Shweta Shelar - Director Customer Success @Doubletick LinkedIn · Shweta Shelar 720+ followers LinkedIn · Shweta Shelar 720+ followers Shweta Shelar. Director Customer Success @Doubletick | Driving Customer Retention, Growth & Enterprise Success in B2B SaaS | Strategic Accounts | Customer ... Read more"
Hari Mohan,“Experienced Customer Success Leader,Unknown,https://www.linkedin.com/in/hari-mohan-a4486b95/,industry_company,google_browser,"Hari Mohan - “Experienced Customer Success Leader LinkedIn · Hari Mohan 5.6K+ followers Hari Mohan - “Experienced Customer Success Leader LinkedIn · Hari Mohan 5.6K+ followers LinkedIn · Hari Mohan 5.6K+ followers Mumbai, Maharashtra, India · Director- Customer Success - West Region (INDIA) & MEA Region · Accops Hari Mohan · “Experienced Customer Success Leader | Driving Growth through Strategic Account Management and Customer Advocacy” · View mutual connections with Hari. Read more Hari Mohan - “Experienced Customer Success Leader LinkedIn · Hari Mohan 5.6K+ followers Hari Mohan - “Experienced Customer Success Leader LinkedIn · Hari Mohan 5.6K+ followers LinkedIn · Hari Mohan 5.6K+ followers Mumbai, Maharashtra, India · Director- Customer Success - West Region (INDIA) & MEA Region · Accops Hari Mohan · “Experienced Customer Success Leader | Driving Growth through Strategic Account Manag"
Manishkumar Sharma,Strategic Customer Success Leader,Unknown,https://www.linkedin.com/in/manishkumar-sharma-85b5b484/,industry_company,google_browser,"Manishkumar Sharma - Strategic Customer Success Leader LinkedIn · Manishkumar Sharma 460+ followers Manishkumar Sharma - Strategic Customer Success Leader LinkedIn · Manishkumar Sharma 460+ followers LinkedIn · Manishkumar Sharma 460+ followers Navi Mumbai, Maharashtra, India · Customer Success Manager · Equinix Manishkumar Sharma. Strategic Customer Success Leader | Expert in Driving Client Satisfaction & Retention | CCNA Certified | ITIL V4 | AWS | LEAN SIX Sigma ... Read more Manishkumar Sharma - Strategic Customer Success Leader LinkedIn · Manishkumar Sharma 460+ followers Manishkumar Sharma - Strategic Customer Success Leader LinkedIn · Manishkumar Sharma 460+ followers LinkedIn · Manishkumar Sharma 460+ followers Navi Mumbai, Maharashtra, India · Customer Success Manager · Equinix Manishkumar Sharma. Strategic Customer Success Leader | Expert in Driving Client Satisfaction & Retent"
Ashwin Patodi,Sales & Customer Success Leader,Unknown,https://www.linkedin.com/in/ashwin-patodi-b80466123/,industry_company,google_browser,"Ashwin Patodi - Sales & Customer Success Leader LinkedIn · Ashwin Patodi 1.4K+ followers Ashwin Patodi - Sales & Customer Success Leader LinkedIn · Ashwin Patodi 1.4K+ followers LinkedIn · Ashwin Patodi 1.4K+ followers Mumbai, Maharashtra, India · Manager, Customer Success · gnani.ai Ashwin Patodi. Driving Growth | Sales & Customer Success Leader | Business Consulting & Strategy. gnani.ai Prestige Institute of Management & Research ... Read more Ashwin Patodi - Sales & Customer Success Leader LinkedIn · Ashwin Patodi 1.4K+ followers Ashwin Patodi - Sales & Customer Success Leader LinkedIn · Ashwin Patodi 1.4K+ followers LinkedIn · Ashwin Patodi 1.4K+ followers Mumbai, Maharashtra, India · Manager, Customer Success · gnani.ai Ashwin Patodi. Driving Growth | Sales & Customer Success Leader | Business Consulting & Strategy. gnani.ai Prestige Institute of Management & Research ... Read more"
Prathamesh Sawant,Customer Success Leader,Unknown,https://www.linkedin.com/in/prathms/,industry_company,google_browser,"Prathamesh Sawant - Customer Success Leader LinkedIn · Prathamesh Sawant 830+ followers Prathamesh Sawant - Customer Success Leader LinkedIn · Prathamesh Sawant 830+ followers LinkedIn · Prathamesh Sawant 830+ followers Mumbai, Maharashtra, India · Key Account Manager · FinBox I am a Customer Success Leader focused on one thing: turning customer relationships into measurable revenue growth. I specialize in scaling CS functions ... Read more Prathamesh Sawant - Customer Success Leader LinkedIn · Prathamesh Sawant 830+ followers Prathamesh Sawant - Customer Success Leader LinkedIn · Prathamesh Sawant 830+ followers LinkedIn · Prathamesh Sawant 830+ followers Mumbai, Maharashtra, India · Key Account Manager · FinBox I am a Customer Success Leader focused on one thing: turning customer relationships into measurable revenue growth. I specialize in scaling CS functions ... Read more"
Aisha Aijaz,Customer Success Lead,Unknown,https://www.linkedin.com/in/aisha-aijaz-79932718b/,industry_company,google_browser,"Aisha Aijaz - Customer Success Lead LinkedIn · Aisha Aijaz 120+ followers Aisha Aijaz - Customer Success Lead LinkedIn · Aisha Aijaz 120+ followers LinkedIn · Aisha Aijaz 120+ followers Mumbai, Maharashtra, India · Client Relationship Associate · Aneka Aisha Aijaz. Customer Success Lead . Aneka Mumbai University Mumbai . Mumbai, Maharashtra, India . 126 followers 114 connections. See your mutual connections. View ... Read more Aisha Aijaz - Customer Success Lead LinkedIn · Aisha Aijaz 120+ followers Aisha Aijaz - Customer Success Lead LinkedIn · Aisha Aijaz 120+ followers LinkedIn · Aisha Aijaz 120+ followers Mumbai, Maharashtra, India · Client Relationship Associate · Aneka Aisha Aijaz. Customer Success Lead . Aneka Mumbai University Mumbai . Mumbai, Maharashtra, India . 126 followers 114 connections. See your mutual connections. View ... Read more"
Karishma Banu,Open to Work | Customer Success Leader,Unknown,https://www.linkedin.com/in/karishma-banu/,industry_company,google_browser,"Karishma Banu - Open to Work | Customer Success Leader LinkedIn · Karishma Banu 1.1K+ followers Karishma Banu - Open to Work | Customer Success Leader LinkedIn · Karishma Banu 1.1K+ followers LinkedIn · Karishma Banu 1.1K+ followers Karishma Banu. Open to Work | Customer Success Leader | 6+ Yrs in B2B Sales ... SP Jain School of Global Management - Dubai, Mumbai , Singapore &amp; Sydney ... Read more Karishma Banu - Open to Work | Customer Success Leader LinkedIn · Karishma Banu 1.1K+ followers Karishma Banu - Open to Work | Customer Success Leader LinkedIn · Karishma Banu 1.1K+ followers LinkedIn · Karishma Banu 1.1K+ followers Karishma Banu. Open to Work | Customer Success Leader | 6+ Yrs in B2B Sales ... SP Jain School of Global Management - Dubai, Mumbai , Singapore &amp; Sydney ... Read more"
Rahul Shinde,Global PreSales & Customer Success Leader,Unknown,https://www.linkedin.com/in/rahul-shinde-0115b145/,industry_company,google_browser,"Rahul Shinde - Global PreSales & Customer Success Leader LinkedIn · Rahul Shinde 3.6K+ followers Web results Rahul Shinde - Global PreSales & Customer Success Leader LinkedIn · Rahul Shinde 3.6K+ followers LinkedIn · Rahul Shinde 3.6K+ followers Mumbai, Maharashtra, India · Sr. Solution Architect | Customer Success (APAC) · HYCU, Inc. I am a customer-centric PreSales and Customer Success leader with over 20 years of experience driving revenue growth, customer retention, and long-term ... Read more"
Sanjay Tarafdar,Customer Success Leader,Unknown,https://www.linkedin.com/in/sanjay-tarafdar-b7990848/,industry_company,google_browser,"Sanjay Tarafdar - Customer Success Leader LinkedIn · Sanjay Tarafdar 1.4K+ followers Sanjay Tarafdar - Customer Success Leader LinkedIn · Sanjay Tarafdar 1.4K+ followers LinkedIn · Sanjay Tarafdar 1.4K+ followers Navi Mumbai, Maharashtra, India · Head of Customer Success · Aditya Birla Management Corporation Pvt Ltd(Seamex) Sanjay Tarafdar. Customer Success Leader || Client Relationship Management || Digital Transformation || Boosting Adoption & Reducing Churn || CSAT, Led Success ... Read more"
Abhimanyu Awasthi,Customer Success Leader,Unknown,https://www.linkedin.com/in/abhimanyuawasthi/,industry_company,google_browser,"Abhimanyu Awasthi - Customer Success Leader LinkedIn · Abhimanyu Awasthi 4.5K+ followers Web results Abhimanyu Awasthi - Customer Success Leader LinkedIn · Abhimanyu Awasthi 4.5K+ followers LinkedIn · Abhimanyu Awasthi 4.5K+ followers Mumbai, Maharashtra, India · Customer Success Leader – Truecaller for Business · Truecaller Customer Success Leader | Truecaller for Business | Driving Enterprise Value. Truecaller Indian Institute of Management, Indore. Mumbai, Maharashtra, India . Read more"
Jayendra Khatod,Principal Customer Success Leader,Unknown,https://www.linkedin.com/in/jayendra-khatod-2417108/,industry_company,google_browser,"Jayendra Khatod - Principal Customer Success Leader LinkedIn · Jayendra Khatod 8.2K+ followers Jayendra Khatod - Principal Customer Success Leader LinkedIn · Jayendra Khatod 8.2K+ followers LinkedIn · Jayendra Khatod 8.2K+ followers Mumbai, Maharashtra, India · Principal Customer Success Manager · Microsoft Jayendra Khatod. Principal Customer Success Leader | Strategic Accounts & Manufacturing Conglomerates | Cloud, Data & AI Transformation | Executive Partnerships ... Read more"
Sandeep Parakh,"India Head, Customer Success | Member",Unknown,https://www.linkedin.com/in/sandeep-parakh-32262611/,industry_company,google_browser,"Sandeep Parakh - India Head, Customer Success | Member LinkedIn · Sandeep Parakh 2.9K+ followers Sandeep Parakh - India Head, Customer Success | Member LinkedIn · Sandeep Parakh 2.9K+ followers LinkedIn · Sandeep Parakh 2.9K+ followers Mumbai, Maharashtra, India · India Head, Customer Success · Nielsen Sandeep Parakh · India Head, Customer Success | Member - Nielsen Media Leadership Team, GCC Operational Council | Ex-Kantar | Ex-GfK · View mutual connections ... Read more"
Divya Dalvi,Head of Customer Success | Digital Marketing,Unknown,https://www.linkedin.com/in/divya-dalvi-7a94a4184/,industry_company,google_browser,"Divya Dalvi - Head of Customer Success | Digital Marketing LinkedIn · Divya Dalvi 40+ followers Divya Dalvi - Head of Customer Success | Digital Marketing LinkedIn · Divya Dalvi 40+ followers LinkedIn · Divya Dalvi 40+ followers Mumbai, Maharashtra, India · Head of Customer Success · FreightGain Divya Dalvi. Head of Customer Success | Digital Marketing. FreightGain Elphinstone College Fort Mumbai 400 032. Mumbai, Maharashtra, India . 40 followers 38 ... Read more"
Jeet Lamba,Director,Customer Success,https://www.linkedin.com/in/jeet-lamba-885176160/,role,google_browser,Jeet Lamba - Director - Customer Success | Healthcare LinkedIn · Jeet Lamba 2.6K+ followers Jeet Lamba - Director - Customer Success | Healthcare LinkedIn · Jeet Lamba 2.6K+ followers LinkedIn · Jeet Lamba 2.6K+ followers Mumbai Metropolitan Region · Director - Customer Success · Loop Jeet Lamba. Director - Customer Success | Healthcare | Insurance | Risk Advisory | Employee Benefits | SaaS | Customer Success | Impact | Technology | ... Read more
Viraf Ukaji,Customer Success Lead | ESG Software,Unknown,https://www.linkedin.com/in/viraf-ukaji-82b89921b/,industry_company,google_browser,"Viraf Ukaji - Customer Success Lead | ESG Software LinkedIn · Viraf Ukaji 400+ followers Viraf Ukaji - Customer Success Lead | ESG Software LinkedIn · Viraf Ukaji 400+ followers LinkedIn · Viraf Ukaji 400+ followers Mumbai, Maharashtra, India · Customer Success Lead · GovEVA Customer Success Lead | ESG Software | Implementation, Data Quality, Reporting & Client Enablement. GovEVA. Mumbai, Maharashtra, India . 404 followers 400 ... Read more"
Jayesh Phoolwala,Deputy Vice President,Unknown,https://www.linkedin.com/in/jayeshphoolwala/,industry_company,google_browser,"Jayesh Phoolwala - Deputy Vice President LinkedIn · Jayesh Phoolwala 50+ followers Jayesh Phoolwala - Deputy Vice President LinkedIn · Jayesh Phoolwala 50+ followers LinkedIn · Jayesh Phoolwala 50+ followers Mumbai, Maharashtra, India · Customer Success Manager · YUCOLLECT Currently, as Deputy Vice President – Customer Success at Yucollect, I focus on strengthening client partnerships, optimizing operations, and building ... Read more"
Tridib Chaudhuri,Head Customer Success Partner (SAP,Unknown,https://www.linkedin.com/in/tridib-chaudhuri-08156616/,industry_company,google_browser,"Tridib Chaudhuri - Head Customer Success Partner (SAP Tridib Chaudhuri - Head Customer Success Partner (SAP ... LinkedIn · Tridib Chaudhuri 3.3K+ followers LinkedIn · Tridib Chaudhuri 3.3K+ followers Mumbai, Maharashtra, India · Customer Engagement Manager, SAP BTP - India · SAP Labs India Tridib Chaudhuri. Head Customer Success Partner (SAP BTP), India. SAP Labs India Narsee Monjee Institute of Management Studies ... Read more"
Pallavi Waman,"Sr. Director, Customer Success",Unknown,https://www.linkedin.com/in/aboutpallaviwaman/,industry_company,google_browser,"Pallavi Waman - Sr. Director, Customer Success Web results Pallavi Waman - Sr. Director, Customer Success ... LinkedIn · Pallavi Waman 750+ followers LinkedIn · Pallavi Waman 750+ followers Mumbai, Maharashtra, India · Senior Director · Duck Creek Technologies Pallavi Waman. Sr. Director, Customer Success Engineering Lead - APAC/EMEA. Duck Creek Technologies Vivekanand Education Society's Institute Of Technology ... Read more"
Rajani Manoj,Customer Success Leader,Unknown,https://www.linkedin.com/in/rajani-manoj-39782824/,industry_company,google_browser,Rajani Manoj - Customer Success Leader LinkedIn · Rajani Manoj 320+ followers Rajani Manoj - Customer Success Leader LinkedIn · Rajani Manoj 320+ followers LinkedIn · Rajani Manoj 320+ followers Mumbai Metropolitan Region · Director · GoldenSource Customer Success Leader · A graduate and MBA- Finance from KJ Somaiya Institute having more than 20 years of experience in Cutomer Relationship Management ...
Ian Michael,Customer Success Leader,Unknown,https://www.linkedin.com/in/ian-michael-b63641100/,industry_company,google_browser,"Ian Michael - Customer Success Leader LinkedIn · Ian Michael 440+ followers Ian Michael - Customer Success Leader LinkedIn · Ian Michael 440+ followers LinkedIn · Ian Michael 440+ followers Mumbai, Maharashtra, India · Global Customer Success Leader - WMS & YMS · StackBOX Ian Michael. Customer Success Leader . StackBOX Indian Institute of Management, Shillong. Mumbai, Maharashtra, India . Read more"
Harsha Gulati,"Director, Customer Success",Unknown,https://www.linkedin.com/in/harsha-gulati-517644126/,industry_company,google_browser,"Harsha Gulati - Director, Customer Success LinkedIn · Harsha Gulati 760+ followers Harsha Gulati - Director, Customer Success LinkedIn · Harsha Gulati 760+ followers LinkedIn · Harsha Gulati 760+ followers Harsha Gulati. Director, Customer Success . Lentra. Mumbai, Maharashtra, India . 762 followers 500+ connections. See your mutual connections. View mutual ... Read more"
Sahil Ramtri,Agile Sales and Customer Success Leader,Unknown,https://www.linkedin.com/in/sahil-ramtri-8895b424/,industry_company,google_browser,"Sahil Ramtri - Agile Sales and Customer Success Leader LinkedIn · Sahil Ramtri 1.3K+ followers Sahil Ramtri - Agile Sales and Customer Success Leader LinkedIn · Sahil Ramtri 1.3K+ followers LinkedIn · Sahil Ramtri 1.3K+ followers Sahil Ramtri. Agile Sales and Customer Success Leader . MarketsandMarkets™ University of Mumbai . Mississauga, Ontario, Canada. Read more"
Vikas Selwal,Customer Success Leader || IIFT Alumnus,Unknown,https://www.linkedin.com/in/vikas-selwal/,location,google_browser,"Vikas Selwal - Customer Success Leader || IIFT Alumnus LinkedIn · Vikas Selwal 5.1K+ followers Vikas Selwal - Customer Success Leader || IIFT Alumnus LinkedIn · Vikas Selwal 5.1K+ followers LinkedIn · Vikas Selwal 5.1K+ followers Customer Success Leader | Driving Growth, Retention & Scalable Impact in SaaS. I am a customer-first leader with a passion for building and scaling ... Read more Vikas Selwal - Customer Success Leader || IIFT Alumnus LinkedIn · Vikas Selwal 5.1K+ followers Vikas Selwal - Customer Success Leader || IIFT Alumnus LinkedIn · Vikas Selwal 5.1K+ followers LinkedIn · Vikas Selwal 5.1K+ followers Experience · Global Head - Scaled Customer Success · Customer Experience Consultant/Advisor/Mentor · Head of Customer Success and Onboarding - EMEA · Director - ... Read more"
Reena Pandya,Customer Success Leader,Unknown,https://www.linkedin.com/in/pandyareena/,location,google_browser,Reena Pandya - Customer Success Leader LinkedIn · Reena Pandya 6.3K+ followers Web results Reena Pandya - Customer Success Leader LinkedIn · Reena Pandya 6.3K+ followers LinkedIn · Reena Pandya 6.3K+ followers Reena Pandya. Customer Success Leader | Strategic Accounts | Enterprise SaaS | Client Success | Account Director | Global Client Management | Team Leadership | ... Read more Reena Pandya - Customer Success Leader LinkedIn · Reena Pandya 6.3K+ followers Reena Pandya - Customer Success Leader LinkedIn · Reena Pandya 6.3K+ followers LinkedIn · Reena Pandya 6.3K+ followers Reena Pandya. Customer Success Leader | Strategic Accounts | Enterprise SaaS | Client Success | Account Director | Global Client Management | Team Leadership | ... Read more
Jinall Mehta,Customer Success Leader | MBA | SaaS,Unknown,https://www.linkedin.com/in/jinallmehta/,location,google_browser,"Jinall Mehta - Customer Success Leader | MBA | SaaS LinkedIn · Jinall Mehta 1.2K+ followers Web results Jinall Mehta - Customer Success Leader | MBA | SaaS LinkedIn · Jinall Mehta 1.2K+ followers LinkedIn · Jinall Mehta 1.2K+ followers I'm a Customer Success Leader with 11+ years of experience helping SaaS and B2B companies retain, grow, and scale their customer base. Read more Jinall Mehta - Customer Success Leader | MBA | SaaS LinkedIn · Jinall Mehta 1.2K+ followers Jinall Mehta - Customer Success Leader | MBA | SaaS LinkedIn · Jinall Mehta 1.2K+ followers LinkedIn · Jinall Mehta 1.2K+ followers I'm a Customer Success Leader with 11+ years of experience helping SaaS and B2B companies retain, grow, and scale their customer base. Read more"
