Name,Designation,Company,LinkedIn URL,Reason,Source,Evidence
Bill H.,Chief Information Officer (CIO),RDI Corporation,https://www.linkedin.com/in/ciobill/,location,google_browser,Bill H. - Chief Information Officer (CIO) leading client-facing Location: Cincinnati Metropolitan Area · Title: Chief Information Officer (CIO) · Company: RDI Corporation Web results Bill H. - Chief Information Officer (CIO) leading client-facing ... LinkedIn · Bill H. 530+ followers LinkedIn · Bill H. 530+ followers Cincinnati Metropolitan Area · Chief Information Officer (CIO) · RDI Corporation Chief Information Officer (CIO) leading client-facing & internal IT teams in a Managed Service and Consulting environment. · View mutual connections with Bill. Read more
Chris H.,Chief Information Officer,Ground Control,https://www.linkedin.com/in/chowell78/,location,google_browser,"Chris H. - CIO at Ground Control LinkedIn · Chris H. 2.5K+ followers Location: United Kingdom · Title: Chief Information Officer · Company: Ground Control Chris H. - CIO at Ground Control LinkedIn · Chris H. 2.5K+ followers LinkedIn · Chris H. 2.5K+ followers United Kingdom · Chief Information Officer · Ground Control CIO at Ground Control · Experience: Ground Control · Location: United Kingdom · 500+ connections on LinkedIn. View Chris H .'s profile on LinkedIn, ..."
Venkat Papasani,"Director, Head of AI",Voxai,https://www.linkedin.com/in/venkat-papasani/,location,ddgs,"Venkat Papasani - Director, Head of AI @ Voxai | I build Director, Head of AI @ Voxai | I build Agent Harness frameworks for production Agentic AI | Self-hosted LLMs on GPU-accelerated Kubernetes — SGLang, RAG, MCP · Experience: Voxai Solutions ·..."
Prakhar Gupta,Director of AI Innovation & Research,ZS,https://www.linkedin.com/in/guptaprakhar1/,location,ddgs,"Prakhar Gupta - Director of AI Innovation & Research at ZS Director of AI Innovation & Research at ZS | Building AI systems for complex, regulated domains | NLP · Machine Learning · Knowledge Graphs · Agentic AI · AI and Data Science leader with..."
Sudhir Kumar B,Vice President & GCC Business Head,Covasant,https://www.linkedin.com/in/sudhirkumarb/,role,ddgs,"Sudhir Kumar B - Vice President & GCC Business Head Manager IRG SSI Technologies - Chennai/Hyderabad Jan 1999 - Apr 2001 2 years 4 months VP - GCC Business @ fnp.ae | Ex-Snapdeal|OYO|Vodafone · Seasoned management professional with more than 16 years of well rounded Sales, Revenue Management and Strategy experience in Telecom,... - Deployment of BPI culture - Program managing setting up of new Sales queues in Hyderabad - Established and implemented a balance scorecard methodology across Sales, Tech Support, Care -... · Experience: Covasant · Education: Osmania University, Department of Business Management · Location: Greater Hyderabad Area · 500+ connections on LinkedIn. View Vardhan Rayalu’s profile on..."
Chirantan Bhattacharya,GCC Business,fnp.ae,https://www.linkedin.com/in/chirantanb/,role,ddgs,"Chirantan Bhattacharya - VP - GCC Business @ fnp.ae | Ex VP - GCC Business @ fnp.ae | Ex-Snapdeal|OYO|Vodafone · Seasoned management professional with more than 16 years of well rounded Sales, Revenue Management and Strategy experience in Telecom,... - Deployment of BPI culture - Program managing setting up of new Sales queues in Hyderabad - Established and implemented a balance scorecard methodology across Sales, Tech Support, Care -... · Experience: Covasant · Education: Osmania University, Department of Business Management · Location: Greater Hyderabad Area · 500+ connections on LinkedIn. View Vardhan Rayalu’s profile on..."
"Jemin Mehta, CSSBB, CMQ/OE, CSPO®","GIC/ GCC setup, leading",Covasant,https://www.linkedin.com/in/jeminmehta/,role,ddgs,"Jemin Mehta, CSSBB, CMQ/OE, CSPO® - GIC/ GCC setup, leading - Deployment of BPI culture - Program managing setting up of new Sales queues in Hyderabad - Established and implemented a balance scorecard methodology across Sales, Tech Support, Care -... · Experience: Covasant · Education: Osmania University, Department of Business Management · Location: Greater Hyderabad Area · 500+ connections on LinkedIn. View Vardhan Rayalu’s profile on..."
Vardhan Rayalu,Demand Generation Leader,Covasant,https://www.linkedin.com/in/vardhancovasant/,role,ddgs,"Vardhan Rayalu - Demand Generation Leader @ Covasant · Experience: Covasant · Education: Osmania University, Department of Business Management · Location: Greater Hyderabad Area · 500+ connections on LinkedIn. View Vardhan Rayalu’s profile on..."
Venkatesh Mayabrahma,Global Delivery Executive,SEA,https://www.linkedin.com/in/mayabrahma/,role,ddgs,"Venkatesh Mayabrahma - Global Delivery Executive - SEA Global Delivery Executive - SEA Banking · Experience: Capgemini · Location: Greater Hyderabad Area · 500+ connections on LinkedIn. View Venkatesh Mayabrahma’s profile on LinkedIn, a..."
Sirisha (Manga)Kommireddi,Covasant,Covasant,https://www.linkedin.com/in/sirisha-manga-kommireddi/,role,ddgs,Sirisha (Manga)Kommireddi - Covasant With nearly two decades of experience in talent strategy and leadership development… · Experience: Covasant · Location: Hyderabad · 500+ connections on LinkedIn. View Sirisha...
Talvis Love,Chief Information & Digital Officer | Board,Unknown,https://www.linkedin.com/in/talvislove/,location,ddgs,"Talvis Love - Chief Information & Digital Officer | Board Chief Information & Digital Officer | Board Director | AI & Innovation Leader Shaping Business Strategy Through People-First Tech · I'm an innovative, business-driven technology... As a global technology executive, strategic growth agent, and transformational business leader, I bring an extensive record of positioning companies at the forefront of innovation and delivering ... Experienced professional with a demonstrated history of working in the information… · Berufserfahrung: Tata Consultancy Services · Ausbildung: BIT Mesra · Ort: Schweiz · 500+ Kontakte auf LinkedIn. Sehen Sie sich das Profil von Vatsalya Narain Vatsalya Narain auf LinkedIn, einer professionellen Community mit mehr als 1 Milliarde Mitgliedern, an. Chief Information & Digital Officer (CDO) Vardhman Yarns & Threads Ltd. Jun 2018 - Present 8 years 4 months Greate"
Bhagath Irukulla,Director of AI/GenAI/ML (Asia) | AI,Unknown,https://www.linkedin.com/in/swarna-bhagath-irukulla/,location,ddgs,"Bhagath Irukulla - Director of AI/GenAI/ML (Asia) | AI Director of AI/GenAI/ML (Asia) | AI Strategist and Innovation Leader | 3 US Patents · One thing that stands out in me is ""PASSION"" towards Artificial Intelligence. I am Director of AI Engineering at NielsenIQ, leading the team that builds the AI platform our own engineers work on: retrieval over internal knowledge, agents that take real work off... Director of AI Practice | GCC Leader | Doctoral Scholar | Author, Mentor & Speaker · I’m a technology leader with a strong track record in Software Development, Cloud Engineering, and Program &... Director of AI Transformation - Battlefield QV, EA (2x) | Products, Startups, Games | ex-Founder and life long learner · I’ve always been drawn to the structure beneath things -- the systems,... Director of AI Innovation & Research at ZS | Building AI systems for complex, regulated domains | NLP"
Supriyo Chowdhury,Director of AI Practice | GCC Leader,Unknown,https://www.linkedin.com/in/supriyochowdhury/,location,ddgs,"Supriyo Chowdhury - Director of AI Practice | GCC Leader Director of AI Practice | GCC Leader | Doctoral Scholar | Author, Mentor & Speaker · I’m a technology leader with a strong track record in Software Development, Cloud Engineering, and Program &... Director of AI Transformation - Battlefield QV, EA (2x) | Products, Startups, Games | ex-Founder and life long learner · I’ve always been drawn to the structure beneath things -- the systems,... Director of AI Innovation & Research at ZS | Building AI systems for complex, regulated domains | NLP · Machine Learning · Knowledge Graphs · Agentic AI · AI and Data Science leader with... En route : Dabbler to a Generalist | Building Digiaccel and Altera | Director of AI & Engineering · I have been coding and building things for over 15 years now driven by love for bringing my... Director of AI Infrastructure Engineering | FDE for Inference and"
‏Wajdi H. Alquliti‏,‏Group CIO | Executive Leader in Digital,Unknown,https://www.linkedin.com/in/wajdialquliti/,location,google_browser,‏Wajdi H. Alquliti‏ - ‏Group CIO | Executive Leader in Digital ‏Wajdi H. Alquliti‏ - ‏Group CIO | Executive Leader in Digital ... LinkedIn · Wajdi H. Alquliti 3.8K+ followers LinkedIn · Wajdi H. Alquliti 3.8K+ followers Wajdi H . Alquliti. Group CIO | Executive Leader in Digital Transformation | ERP & Enterprise Architecture | IT Governance & Cybersecurity ... Read more
Paul H.,CIO | Director of Information Technology,Unknown,https://www.linkedin.com/in/harwoodpaul/,location,google_browser,"Paul H. - CIO | Director of Information Technology LinkedIn · Paul H. 910+ followers Paul H. - CIO | Director of Information Technology LinkedIn · Paul H. 910+ followers LinkedIn · Paul H. 910+ followers As Director of Information Technology, my leadership has focused on strategic planning and delivering robust IT infrastructure and services. Read more"
Dr Guido A. I. Monterzino,Chief Technical Officer at,Unknown,https://www.linkedin.com/in/guidomonterzino/,location,ddgs,"Dr Guido A. I. Monterzino - Chief Technical Officer at Sep 25, 2011 · Chief Technical Officer at GreenJets Ltd · An aerospace engineer with 18 years' experience and a PhD in UAV Systems Design. Experienced the complete FAR/EASA-CS Part 21/23/25/33 design,..."
Vishal Gautam,Global Technology Leader | VP | GCC Builder,Unknown,https://www.linkedin.com/in/gautamvishal/,location,ddgs,Vishal Gautam - Global Technology Leader | VP | GCC Builder Global Technology Leader | VP | GCC Builder | GenAI Adoption Champion | DevSecOps & Cybersecurity Expert | Public Sector & Univ. Partner | CSR & Heartfulness Coach | Purpose-Driven Leadership ·...
Rajesh Babu Vishnuvardhana,Head of AI CoE | Enterprise AI,Unknown,https://www.linkedin.com/in/rajeshbabuvishnuvardhana/,location,ddgs,"Rajesh Babu Vishnuvardhana - Head of AI CoE | Enterprise AI Head of AI CoE | Enterprise AI/ML | Data Engineering, Analytics & BI | Healthcare IT & Interoperability | Compliance & Governance | Presales | Microsoft Certified Azure AI Engineer (AI-102)..."
Sanjay K.,Director of AI Infrastructure Engineering | FDE,Unknown,https://www.linkedin.com/in/sanjaykurra/,location,ddgs,Sanjay K. - Director of AI Infrastructure Engineering | FDE Director of AI Infrastructure Engineering | FDE for Inference and training • AI Observability • GPU Cloud • Multi-Region Engineering Leadership | Coupang - Coupang Intelligent Cloud | Ex ...
Dr Naresh Yallapragada,Healthcare | CTO | Digital,Unknown,https://www.linkedin.com/in/dryvn/,location,ddgs,Dr Naresh Yallapragada - Healthcare | CTO | Digital Healthcare | CTO | Digital Transformation | Informatics I Cybersecurity I Technology · Dr. Venkata Naresh Yallapragada is a seasoned Healthcare IT leader with over 23 years of experience at the...
Anil Sharma,"Chief Information Officer, Chief Technology",Unknown,https://www.linkedin.com/in/anil-sharma-2285638/,location,ddgs,"Anil Sharma - Chief Information Officer, Chief Technology Chief Information Officer, Chief Technology Officer, Transformation Leader · A dynamic IT leader with high energy, versatile with more than 35 years of experience in delivering strategic..."
Anoop Kumar Tiwari,Chief Technical Officer (CTO) | Chief,Unknown,https://www.linkedin.com/in/anoop-kumar-tiwari-9501024/,location,ddgs,"Anoop Kumar Tiwari - Chief Technical Officer (CTO) | Chief Chief Technical Officer (CTO) | Chief Operations Officer (COO) | Plant Head · Manufacturing, Technology, and Operations Leader | CTO | COO | Plant Head I am a senior manufacturing and..."
Mandeep Singh Nandal,Director of AI Engineering at,Unknown,https://www.linkedin.com/in/mandeep-singh-nandal/,location,ddgs,"Mandeep Singh Nandal - Director of AI Engineering at I am Director of AI Engineering at NielsenIQ, leading the team that builds the AI platform our own engineers work on: retrieval over internal knowledge, agents that take real work off..."
Sreeni A.,CTO | AI Architect | Data Scientist,Unknown,https://www.linkedin.com/in/sreeni-a-1198b377/,location,ddgs,"Sreeni A. - CTO | AI Architect | Data Scientist CTO | AI Architect | Data Scientist · With over 20 years of experience in the IT industry, I specialize in designing and delivering data-driven and AI-powered solutions that solve complex..."
Chandana Jai Naga Surya,Chief Technology Officer (CTO,Unknown,https://www.linkedin.com/in/chandana-surya/,location,ddgs,"Chandana Jai Naga Surya - Chief Technology Officer (CTO Chief Technology Officer (CTO) · I build intelligent AI systems that transform Large Language Models from conversational tools into practical, scalable products."
Ajay Kumar Dhir,"Global CIO, Digital Strategist, Board",Unknown,https://www.linkedin.com/in/ajaykumardhir/,location,ddgs,"Ajay Kumar Dhir - Global CIO, Digital Strategist, Board Chief Information & Digital Officer (CDO) Vardhman Yarns & Threads Ltd. Jun 2018 - Present 8 years 4 months Greater Delhi Area"
Justin Ingram,Director of Talent Acquisition,Electra,https://www.linkedin.com/in/justiningram/,role,ddgs,"Justin Ingram - Director of Talent Acquisition at Electra Leading all talent acquisition efforts at Electra as we scale toward first delivery of the EL9 Ultra Short — a hybrid-electric aircraft designed to unlock regional air mobility in a practical ... Senior Technology Leader at Southwest Airlines · Experienced Technical leader that values collaboration and optimism. Over 10 years of leadership experience in leading technology platform ... Principal Director of Tech Prog Mgmnt - Microsoft Threat Protection Research Sep 2025 - Present 1 year 1 month Redmond, Washington, United States Experienced aviation professional · Experienced aviation professional with a demonstrated history of succeeding in multiple facets of Part 91, 121 and 135 operations as well as 145 Repair Station ..."
Jason H.,Deputy Chief Information Officer,Georgia Department of Labor,https://www.linkedin.com/in/jasonsharkins/,role,google_browser,"Jason H. - Chief Information Officer (CIO) LinkedIn · Jason H. 850+ followers Location: Colorado Springs, Colorado, United States · Title: Deputy Chief Information Officer · Company: Georgia Department of Labor Web results Jason H. - Chief Information Officer (CIO) LinkedIn · Jason H. 850+ followers LinkedIn · Jason H. 850+ followers Colorado Springs, Colorado, United States · Deputy Chief Information Officer · Georgia Department of Labor Enterprise technology executive with 15+ years of experience leading digital transformation, enterprise applications, cloud modernization, AI governance, ... Read more"
Hemal Shah,Senior Technology Leader,Southwest Airlines,https://www.linkedin.com/in/hemalshah/,role,ddgs,"Hemal Shah - Senior Technology Leader at Southwest Airlines Senior Technology Leader at Southwest Airlines · Experienced Technical leader that values collaboration and optimism. Over 10 years of leadership experience in leading technology platform ... Principal Director of Tech Prog Mgmnt - Microsoft Threat Protection Research Sep 2025 - Present 1 year 1 month Redmond, Washington, United States Experienced aviation professional · Experienced aviation professional with a demonstrated history of succeeding in multiple facets of Part 91, 121 and 135 operations as well as 145 Repair Station ..."
Andrew H.,EMEA IT Director,Northrop Grumman UK,https://www.linkedin.com/in/andrew-h-793866/,role,google_browser,"Andrew H. - CIO / IT Director helping organisations achieve Location: Berkhamsted, England, United Kingdom · Title: EMEA IT Director · Company: Northrop Grumman UK Andrew H. - CIO / IT Director helping organisations achieve ... LinkedIn · Andrew H. 610+ followers LinkedIn · Andrew H. 610+ followers Berkhamsted, England, United Kingdom · EMEA IT Director · Northrop Grumman UK CIO / IT Director helping organisations achieve Business advantage through the delivery of operational excellence and digital transformation · Trusted by ..."
Martin H.,Independent,Executive Consultant,https://www.linkedin.com/in/mhepp/,role,google_browser,"Martin H. - CIO | Deputy CIO | Technology Executive LinkedIn · Martin H. 160+ followers Location: United States · Title: Independent · Company: Executive Consultant Martin H. - CIO | Deputy CIO | Technology Executive LinkedIn · Martin H. 160+ followers LinkedIn · Martin H. 160+ followers United States · Independent · Executive Consultant Enterprise technology executive with 20 years of experience leading modernization, cybersecurity, infrastructure, cloud, data, and service operations across ... Read more"
Edward Thomas,ComfortDelGro Bus& Coach (UK & Ireland,ComfortDelGro Bus& Coach (UK & Ireland),https://www.linkedin.com/in/edward-thomas-965ab193/,role,ddgs,"Edward Thomas - ComfortDelGro Bus& Coach (UK & Ireland Transport/Rail Managing Director/CEO with a track record of formulating and implementing… · Experience: ComfortDelGro Bus& Coach (UK & Ireland) · Education: The Chartered Institute of Management Accountants · Location: London Area, United Kingdom · 500+ connections on LinkedIn. View Edward Thomas’ profile on LinkedIn, a professional community of 1 billion members."
Suman Jillella,Global Technology Executive | Digital,Unknown,https://www.linkedin.com/in/sumanrjillella/,role,ddgs,"Suman Jillella - Global Technology Executive | Digital As a global technology executive, strategic growth agent, and transformational business leader, I bring an extensive record of positioning companies at the forefront of innovation and delivering ... Experienced professional with a demonstrated history of working in the information… · Berufserfahrung: Tata Consultancy Services · Ausbildung: BIT Mesra · Ort: Schweiz · 500+ Kontakte auf LinkedIn. Sehen Sie sich das Profil von Vatsalya Narain Vatsalya Narain auf LinkedIn, einer professionellen Community mit mehr als 1 Milliarde Mitgliedern, an. Chief Information & Digital Officer (CDO) Vardhman Yarns & Threads Ltd. Jun 2018 - Present 8 years 4 months Greater Delhi Area CXO | Chief Information & Digital Officer (CIO | CDO) Technology & Business Leadership | AI-First Transformation | From Strategy to Execution at Scale Bengaluru, Karnataka"
Vatsalya Narain,Tata Consultancy Services,Unknown,https://www.linkedin.com/in/vatsalya-narain-8401222b/,role,ddgs,"Vatsalya Narain – Tata Consultancy Services Experienced professional with a demonstrated history of working in the information… · Berufserfahrung: Tata Consultancy Services · Ausbildung: BIT Mesra · Ort: Schweiz · 500+ Kontakte auf LinkedIn. Sehen Sie sich das Profil von Vatsalya Narain Vatsalya Narain auf LinkedIn, einer professionellen Community mit mehr als 1 Milliarde Mitgliedern, an. Chief Information & Digital Officer (CDO) Vardhman Yarns & Threads Ltd. Jun 2018 - Present 8 years 4 months Greater Delhi Area CXO | Chief Information & Digital Officer (CIO | CDO) Technology & Business Leadership | AI-First Transformation | From Strategy to Execution at Scale Bengaluru, Karnataka, India"
Tim Kerk,Senior Director Protection Programs and Threat,Unknown,https://www.linkedin.com/in/tim-kerk-b371354/,role,ddgs,"Tim Kerk - Senior Director Protection Programs and Threat Principal Director of Tech Prog Mgmnt - Microsoft Threat Protection Research Sep 2025 - Present 1 year 1 month Redmond, Washington, United States Experienced aviation professional · Experienced aviation professional with a demonstrated history of succeeding in multiple facets of Part 91, 121 and 135 operations as well as 145 Repair Station ..."
Vishal Ranjan,En route : Dabbler to a Generalist | Building,Unknown,https://www.linkedin.com/in/vishalranjan18/,role,ddgs,Vishal Ranjan - En route : Dabbler to a Generalist | Building En route : Dabbler to a Generalist | Building Digiaccel and Altera | Director of AI & Engineering · I have been coding and building things for over 15 years now driven by love for bringing my...
Unknown,,Unknown,https://www.linkedin.com/in/rajneeshconsult/,incomplete,google_browser,"Images Rajneesh Garg - CIO / SVP : Strategic Leadership - IT ... LinkedIn H Michael Burgett - Angel Investor | Founder | The National ... LinkedIn Ali H Ghunaim , MBA, CPHIMS, PMP‏ - ‏CIO| Health Informatics ... LinkedIn All images Show more images"
Jim K.,Experienced aviation professional,Unknown,https://www.linkedin.com/in/jim-k-70088410/,role,ddgs,"Jim K. - Experienced aviation professional Experienced aviation professional · Experienced aviation professional with a demonstrated history of succeeding in multiple facets of Part 91, 121 and 135 operations as well as 145 Repair Station ..."
Ganesh Mahadevan V,CXO | Chief Information & Digital,Unknown,https://www.linkedin.com/in/ganesh-mahadevan-v-4a9095b/,role,ddgs,"Ganesh Mahadevan V - CXO | Chief Information & Digital CXO | Chief Information & Digital Officer (CIO | CDO) Technology & Business Leadership | AI-First Transformation | From Strategy to Execution at Scale Bengaluru, Karnataka, India"
